utc_time,Resolution code,Total Load,Most recent forecast,Most recent P10,Most recent P90,Day-ahead 6PM forecast,Day-ahead 6PM P10,Day-ahead 6PM P90,Week-ahead forecast
2023-01-01 00:00:00+00:00,PT15M,7223.97,7381.91,7032.7,7731.12,7790.96,7480.15,8101.77,7771.15
2023-01-01 01:00:00+00:00,PT15M,6895.73,7026.03,6679.42,7372.64,7402.86,7094.33,7711.39,7508.81
2023-01-01 02:00:00+00:00,PT15M,6670.86,6842.45,6496.24,7188.67,7143.56,6835.41,7451.7,7340.07
2023-01-01 03:00:00+00:00,PT15M,6432.72,6653.89,6311.93,6995.84,6929.92,6625.5,7234.33,7160.27
2023-01-01 04:00:00+00:00,PT15M,6491.17,6710.18,6367.24,7053.12,6919.05,6613.82,7224.27,7160.23
2023-01-01 05:00:00+00:00,PT15M,6596.1,6804.25,6465.01,7143.48,6914.22,6612.23,7216.21,7146.84
2023-01-01 06:00:00+00:00,PT15M,6644.6,6752.05,6415.15,7088.95,6817.1,6517.12,7117.08,7049.94
2023-01-01 07:00:00+00:00,PT15M,6813.49,7209.25,6871.8,7546.7,6902.92,6602.53,7203.31,7087.39
2023-01-01 08:00:00+00:00,PT15M,6946.11,7349.42,7012.73,7686.11,7034.17,6734.49,7333.85,7145.27
2023-01-01 09:00:00+00:00,PT15M,7238.44,7441.39,7006.38,7876.4,7278.09,6803.96,7752.22,7465.02
2023-01-01 10:00:00+00:00,PT15M,7677.41,7772.99,7335.87,8210.11,7548.85,7072.46,8025.23,7652.97
2023-01-01 11:00:00+00:00,PT15M,7989.46,8428.97,7987.93,8870.01,7792.92,7312.68,8273.17,7875.09
2023-01-01 12:00:00+00:00,PT15M,7673.74,8243.38,7801.06,8685.7,7787.21,7305.52,8268.9,7990.01
2023-01-01 13:00:00+00:00,PT15M,7769.15,7853.21,7414.38,8292.05,7635.82,7157.87,8113.77,7770.38
2023-01-01 14:00:00+00:00,PT15M,7514.03,7930.46,7491.71,8369.21,7677.22,7199.42,8155.03,7730.22
2023-01-01 15:00:00+00:00,PT15M,7562.65,7876.02,7442.09,8309.95,7699.34,7226.74,8171.93,7709.85
2023-01-01 16:00:00+00:00,PT15M,8097.66,8237.14,7807.16,8667.12,8066.66,7598.34,8534.98,7939.53
2023-01-01 17:00:00+00:00,PT15M,8326.24,8403.9,7963.15,8844.65,8445.58,7965.62,8925.55,8285.01
2023-01-01 18:00:00+00:00,PT15M,8284.24,8907.28,8462.77,9351.79,8371.05,7886.96,8855.14,8259.65
2023-01-01 19:00:00+00:00,PT15M,8054.67,8168.18,7724.31,8612.05,8128.46,7645.06,8611.86,8078.88
2023-01-01 20:00:00+00:00,PT15M,7907.03,8092.32,7648.82,8535.82,7935.18,7452.15,8418.21,7941.09
2023-01-01 21:00:00+00:00,PT15M,7720.54,8182.85,7744.12,8621.58,8059.2,7581.51,8536.88,7963.85
2023-01-01 22:00:00+00:00,PT15M,7632.55,8020.58,7573.28,8467.89,8272.06,7784.95,8759.17,8139.85
2023-01-01 23:00:00+00:00,PT15M,7446.13,7561.85,7113.96,8009.75,7813.78,7366.3,8261.26,7835.24
2023-01-02 00:00:00+00:00,PT15M,6886.04,7291.58,7103.33,7479.82,7777.27,7101.93,8452.61,7689.55
2023-01-02 01:00:00+00:00,PT15M,6288.83,6989.03,6802.11,7175.95,7392.72,6722.24,8063.21,7368.41
2023-01-02 02:00:00+00:00,PT15M,6205.81,6627.22,6443.67,6810.76,7153.41,6495.03,7811.79,7137.63
2023-01-02 03:00:00+00:00,PT15M,6225.28,6653.19,6469.38,6837.0,7270.24,6610.91,7929.57,7190.89
2023-01-02 04:00:00+00:00,PT15M,6582.06,6797.78,6616.93,6978.62,7488.06,6839.36,8136.76,7430.12
2023-01-02 05:00:00+00:00,PT15M,7054.73,7208.52,7029.96,7387.07,8109.42,7468.94,8749.89,8092.41
2023-01-02 06:00:00+00:00,PT15M,7649.03,8049.55,7869.59,8229.5,8856.59,8211.08,9502.1,8826.47
2023-01-02 07:00:00+00:00,PT15M,8370.41,8316.02,8133.52,8498.52,9596.46,8941.84,10251.08,9608.02
2023-01-02 08:00:00+00:00,PT15M,8717.0,9554.71,9370.43,9738.99,9664.23,9003.22,10325.23,9650.15
2023-01-02 09:00:00+00:00,PT15M,9250.14,9724.71,9245.6,10203.82,9645.77,8959.65,10331.89,9667.83
2023-01-02 10:00:00+00:00,PT15M,9533.8,9361.53,8886.6,9836.45,9670.41,8990.29,10350.53,9687.52
2023-01-02 11:00:00+00:00,PT15M,9632.11,9768.51,9285.31,10251.7,9808.29,9117.23,10499.36,9792.08
2023-01-02 12:00:00+00:00,PT15M,9455.54,9810.41,9327.92,10292.9,9798.62,9108.55,10488.68,9767.7
2023-01-02 13:00:00+00:00,PT15M,9410.29,9272.09,8788.7,9755.48,9715.37,9024.02,10406.72,9697.81
2023-01-02 14:00:00+00:00,PT15M,9277.49,9665.07,9184.05,10146.09,9641.04,8953.08,10329.0,9675.14
2023-01-02 15:00:00+00:00,PT15M,9284.95,9577.34,9104.07,10050.6,9605.88,8929.02,10282.75,9692.41
2023-01-02 16:00:00+00:00,PT15M,9752.45,10135.9,9661.12,10610.69,10266.14,9587.09,10945.18,10352.98
2023-01-02 17:00:00+00:00,PT15M,10132.64,10579.64,10096.07,11063.2,10454.09,9762.49,11145.69,10642.52
2023-01-02 18:00:00+00:00,PT15M,9835.0,10190.3,9702.03,10678.56,10080.18,9381.86,10778.5,10220.78
2023-01-02 19:00:00+00:00,PT15M,9383.62,9226.79,8736.07,9717.52,9676.13,8974.29,10377.97,9559.13
2023-01-02 20:00:00+00:00,PT15M,8920.81,9096.89,8608.39,9585.4,9061.34,8362.67,9760.01,8876.23
2023-01-02 21:00:00+00:00,PT15M,8667.05,8950.59,8470.16,9431.02,8804.18,8117.06,9491.29,8745.33
2023-01-02 22:00:00+00:00,PT15M,8776.67,8962.71,8472.9,9452.52,8825.66,8125.13,9526.19,8934.01
2023-01-02 23:00:00+00:00,PT15M,8274.66,8496.85,8007.34,8986.35,8802.12,8313.25,9290.99,8455.92
2023-01-03 00:00:00+00:00,PT15M,7911.32,7980.57,7642.5,8318.64,8324.61,7833.43,8815.78,8393.66
2023-01-03 01:00:00+00:00,PT15M,7535.29,7546.94,7213.05,7880.84,7946.22,7461.35,8431.1,8025.59
2023-01-03 02:00:00+00:00,PT15M,7383.85,7395.75,7063.83,7727.68,7717.68,7235.68,8199.68,7794.62
2023-01-03 03:00:00+00:00,PT15M,7343.98,7486.01,7156.29,7815.74,7734.26,7255.68,8212.83,7818.37
2023-01-03 04:00:00+00:00,PT15M,7558.71,7722.33,7397.31,8047.34,7891.56,7419.7,8363.42,7942.28
2023-01-03 05:00:00+00:00,PT15M,8139.64,8193.78,7874.3,8513.27,8362.92,7898.94,8826.91,8394.6
2023-01-03 06:00:00+00:00,PT15M,8880.98,8771.35,8449.85,9092.84,9001.58,8535.19,9467.96,9088.93
2023-01-03 07:00:00+00:00,PT15M,9701.74,9352.05,9025.59,9678.52,9834.23,9360.36,10308.1,9981.44
2023-01-03 08:00:00+00:00,PT15M,10048.31,9912.37,9583.75,10240.99,10207.24,9729.99,10684.49,10339.48
2023-01-03 09:00:00+00:00,PT15M,10339.78,10188.11,9703.72,10672.5,10369.42,9678.55,11060.28,10489.39
2023-01-03 10:00:00+00:00,PT15M,10418.32,10390.59,9908.1,10873.08,10438.38,9750.35,11126.41,10548.75
2023-01-03 11:00:00+00:00,PT15M,10478.1,10479.1,9990.31,10967.89,10487.6,9792.42,11182.77,10584.17
2023-01-03 12:00:00+00:00,PT15M,10177.18,10097.28,9607.95,10586.61,10387.14,9691.61,11082.68,10504.47
2023-01-03 13:00:00+00:00,PT15M,10132.82,10145.11,9655.21,10635.02,10296.47,9599.25,10993.68,10394.02
2023-01-03 14:00:00+00:00,PT15M,10044.14,10076.72,9590.45,10563.0,10219.01,9527.15,10910.87,10296.18
2023-01-03 15:00:00+00:00,PT15M,10094.02,9949.76,9470.61,10428.91,10083.36,9402.55,10764.17,10177.48
2023-01-03 16:00:00+00:00,PT15M,10637.54,10468.3,9986.33,10950.27,10573.72,9888.27,11259.17,10671.23
2023-01-03 17:00:00+00:00,PT15M,10958.44,10519.26,10028.81,11009.72,10804.53,10107.21,11501.85,10911.41
2023-01-03 18:00:00+00:00,PT15M,10623.29,10395.37,9901.12,10889.61,10485.72,9783.02,11188.43,10582.3
2023-01-03 19:00:00+00:00,PT15M,10126.72,9980.14,9484.72,10475.55,10002.5,9298.0,10707.01,10056.2
2023-01-03 20:00:00+00:00,PT15M,9501.16,9392.09,8896.78,9887.4,9570.35,8865.76,10274.94,9607.27
2023-01-03 21:00:00+00:00,PT15M,9331.84,9146.88,8662.59,9631.18,9311.62,8622.95,10000.28,9403.65
2023-01-03 22:00:00+00:00,PT15M,9289.78,9376.13,8880.96,9871.29,9396.61,8692.62,10100.6,9512.33
2023-01-03 23:00:00+00:00,PT15M,8706.94,8897.38,8399.44,9395.32,9061.27,8564.73,9557.8,9214.43
2023-01-04 00:00:00+00:00,PT15M,8146.65,8186.31,7848.34,8524.29,8225.58,7752.16,8698.99,8529.96
2023-01-04 01:00:00+00:00,PT15M,7850.87,7851.62,7517.53,8185.71,7858.72,7391.15,8326.3,8147.34
2023-01-04 02:00:00+00:00,PT15M,7642.56,7547.29,7215.78,7878.8,7637.08,7172.25,8101.9,7916.69
2023-01-04 03:00:00+00:00,PT15M,7706.13,7595.76,7266.0,7925.52,7650.8,7189.07,8112.53,7935.46
2023-01-04 04:00:00+00:00,PT15M,7958.79,7772.01,7446.73,8097.29,7826.41,7371.27,8281.55,8084.81
2023-01-04 05:00:00+00:00,PT15M,8478.67,8386.9,8067.33,8706.48,8319.8,7872.41,8767.2,8564.62
2023-01-04 06:00:00+00:00,PT15M,9304.37,9206.76,8885.26,9528.26,8929.01,8478.8,9379.22,9271.3
2023-01-04 07:00:00+00:00,PT15M,9879.63,9715.68,9389.39,10041.97,9742.68,9285.51,10199.85,10139.93
2023-01-04 08:00:00+00:00,PT15M,10171.56,10074.08,9745.55,10402.6,10109.58,9649.4,10569.77,10530.16
2023-01-04 09:00:00+00:00,PT15M,10472.73,10224.5,9760.4,10688.6,10273.09,9585.71,10960.48,10671.57
2023-01-04 10:00:00+00:00,PT15M,10672.04,10273.03,9810.23,10735.82,10340.4,9655.71,11025.09,10709.68
2023-01-04 11:00:00+00:00,PT15M,10773.44,10457.97,9986.62,10929.32,10387.56,9695.94,11079.18,10746.03
2023-01-04 12:00:00+00:00,PT15M,10655.44,10498.05,10027.85,10968.25,10292.86,9600.47,10985.25,10661.06
2023-01-04 13:00:00+00:00,PT15M,10618.39,10481.28,10009.8,10952.76,10187.7,9494.48,10880.92,10549.97
2023-01-04 14:00:00+00:00,PT15M,10502.76,10328.89,9860.42,10797.35,10118.23,9430.15,10806.31,10466.82
2023-01-04 15:00:00+00:00,PT15M,10547.23,10143.8,9682.5,10605.09,9998.07,9320.1,10676.04,10356.36
2023-01-04 16:00:00+00:00,PT15M,10785.73,10511.98,10048.88,10975.08,10488.91,9806.93,11170.89,10865.43
2023-01-04 17:00:00+00:00,PT15M,10987.56,10531.73,10059.73,11003.73,10719.59,10025.53,11413.64,11082.56
2023-01-04 18:00:00+00:00,PT15M,10631.74,10500.39,10024.85,10975.94,10367.09,9667.74,11066.43,10738.64
2023-01-04 19:00:00+00:00,PT15M,10162.75,10154.53,9677.17,10631.9,9821.68,9120.68,10522.68,10174.43
2023-01-04 20:00:00+00:00,PT15M,9478.75,9537.62,9061.77,10013.47,9399.45,8698.58,10100.31,9739.91
2023-01-04 21:00:00+00:00,PT15M,9311.85,9157.47,8691.51,9623.42,9208.07,8522.8,9893.34,9547.35
2023-01-04 22:00:00+00:00,PT15M,9339.73,9120.9,8644.46,9597.35,9315.36,8614.71,10016.0,9648.58
2023-01-04 23:00:00+00:00,PT15M,8697.01,8836.27,8357.53,9315.01,8900.74,8425.12,9376.35,9114.03
2023-01-05 00:00:00+00:00,PT15M,8301.37,8137.28,7800.95,8473.6,8263.25,7796.11,8730.39,8505.62
2023-01-05 01:00:00+00:00,PT15M,7811.0,7894.22,7561.74,8226.7,7909.38,7447.61,8371.14,8094.12
2023-01-05 02:00:00+00:00,PT15M,7639.8,7586.24,7256.33,7916.16,7682.43,7224.22,8140.63,7857.57
2023-01-05 03:00:00+00:00,PT15M,7594.84,7590.26,7261.82,7918.71,7686.46,7230.67,8142.24,7898.16
2023-01-05 04:00:00+00:00,PT15M,7999.61,7770.04,7446.54,8093.53,7826.26,7376.66,8275.85,8026.38
2023-01-05 05:00:00+00:00,PT15M,8616.42,8388.42,8070.45,8706.39,8331.32,7889.61,8773.02,8500.13
2023-01-05 06:00:00+00:00,PT15M,9384.1,9138.64,8817.94,9459.35,8937.13,8492.77,9381.5,9188.28
2023-01-05 07:00:00+00:00,PT15M,10107.5,9847.29,9522.66,10171.92,9799.25,9348.27,10250.24,10062.19
2023-01-05 08:00:00+00:00,PT15M,10367.84,10558.23,10231.63,10884.84,10214.68,9760.6,10668.76,10456.92
2023-01-05 09:00:00+00:00,PT15M,10463.02,10456.53,9975.76,10937.3,10329.1,9611.54,11046.66,10650.82
2023-01-05 10:00:00+00:00,PT15M,10413.21,10348.05,9868.9,10827.2,10417.91,9702.37,11133.45,10671.92
2023-01-05 11:00:00+00:00,PT15M,10682.16,10441.99,9964.49,10919.49,10472.25,9748.27,11196.22,10669.44
2023-01-05 12:00:00+00:00,PT15M,10553.97,10547.56,10071.12,11024.0,10309.79,9587.61,11031.97,10619.65
2023-01-05 13:00:00+00:00,PT15M,10426.35,10444.17,9965.97,10922.37,10206.29,9482.03,10930.55,10526.66
2023-01-05 14:00:00+00:00,PT15M,10567.41,10317.56,9842.9,10792.22,10285.5,9565.77,11005.23,10451.26
2023-01-05 15:00:00+00:00,PT15M,10414.32,11229.58,10760.82,11698.34,10244.19,9535.67,10952.72,10371.76
2023-01-05 16:00:00+00:00,PT15M,10764.34,10440.17,9970.54,10909.81,10710.61,9999.29,11421.93,10867.85
2023-01-05 17:00:00+00:00,PT15M,11026.12,10664.0,10185.57,11142.43,10920.2,10195.02,11645.39,11069.71
2023-01-05 18:00:00+00:00,PT15M,10687.61,10364.62,9882.35,10846.89,10551.39,9820.94,11281.84,10703.73
2023-01-05 19:00:00+00:00,PT15M,10149.7,9924.86,9440.64,10409.09,9993.88,9260.62,10727.13,10127.44
2023-01-05 20:00:00+00:00,PT15M,9529.54,9322.79,8841.45,9804.12,9513.99,8783.07,10244.91,9704.71
2023-01-05 21:00:00+00:00,PT15M,9364.64,9089.09,8616.51,9561.66,9393.12,8677.4,10108.84,9570.12
2023-01-05 22:00:00+00:00,PT15M,9312.31,9001.38,8518.57,9484.19,9558.61,8826.77,10290.44,9743.93
2023-01-05 23:00:00+00:00,PT15M,8711.9,8415.07,7930.26,8899.88,9231.9,8739.58,9724.22,9312.62
2023-01-06 00:00:00+00:00,PT15M,8027.17,8088.73,7714.04,8463.42,9127.07,8664.74,9589.4,8589.2
2023-01-06 01:00:00+00:00,PT15M,7825.35,7798.08,7427.89,8168.28,8744.8,8287.76,9201.84,8182.01
2023-01-06 02:00:00+00:00,PT15M,7624.41,7542.31,7174.77,7909.84,8505.25,8051.73,8958.77,7935.96
2023-01-06 03:00:00+00:00,PT15M,7636.08,7608.32,7242.7,7973.95,8508.82,8057.33,8960.31,7813.3
2023-01-06 04:00:00+00:00,PT15M,7784.97,7457.28,7097.02,7817.54,8600.62,8155.93,9045.3,7860.55
2023-01-06 05:00:00+00:00,PT15M,8542.58,7841.43,7487.68,8195.19,8999.44,8562.34,9436.54,8278.73
2023-01-06 06:00:00+00:00,PT15M,9160.44,8555.46,8197.72,8913.21,9564.63,9123.77,10005.48,8840.56
2023-01-06 07:00:00+00:00,PT15M,9760.97,9532.35,9170.67,9894.02,10301.13,9854.88,10747.38,9684.48
2023-01-06 08:00:00+00:00,PT15M,10330.03,10031.7,9667.43,10395.97,10224.71,9775.74,10673.68,10156.54
2023-01-06 09:00:00+00:00,PT15M,10564.42,10215.91,9720.05,10711.77,10161.83,9449.0,10874.66,10576.39
2023-01-06 10:00:00+00:00,PT15M,10634.02,10435.14,9941.36,10928.93,10278.99,9568.57,10989.42,10647.44
2023-01-06 11:00:00+00:00,PT15M,10829.84,10706.96,10202.0,11211.93,10452.69,9733.73,11171.65,10784.82
2023-01-06 12:00:00+00:00,PT15M,10645.55,10583.07,10079.07,11087.07,10276.05,9558.75,10993.35,10646.63
2023-01-06 13:00:00+00:00,PT15M,10559.5,10455.75,9949.67,10961.84,10196.67,9476.6,10916.75,10550.06
2023-01-06 14:00:00+00:00,PT15M,10360.18,10259.15,9757.83,10760.48,10024.4,9309.66,10739.14,10421.08
2023-01-06 15:00:00+00:00,PT15M,10282.88,10230.39,9734.44,10726.33,10017.32,9311.46,10723.18,10310.75
2023-01-06 16:00:00+00:00,PT15M,10731.92,10632.96,10136.04,11129.87,10467.1,9759.98,11174.21,10807.89
2023-01-06 17:00:00+00:00,PT15M,10600.05,10779.96,10273.5,11286.42,10661.31,9940.81,11381.8,10992.88
2023-01-06 18:00:00+00:00,PT15M,10427.25,10438.2,9928.12,10948.29,10198.57,9472.42,10924.73,10607.34
2023-01-06 19:00:00+00:00,PT15M,9916.76,10229.05,9717.03,10741.07,9678.83,8949.8,10407.87,10057.91
2023-01-06 20:00:00+00:00,PT15M,9498.87,10348.14,9838.51,10857.76,9212.66,8487.97,9937.34,9607.23
2023-01-06 21:00:00+00:00,PT15M,9157.37,9703.93,9203.93,10203.93,9119.04,8407.5,9830.58,9421.38
2023-01-06 22:00:00+00:00,PT15M,9121.67,9762.7,9250.85,10274.55,9344.67,8617.75,10071.6,9602.48
2023-01-06 23:00:00+00:00,PT15M,8583.21,8735.64,8222.42,9248.85,9635.38,9126.93,10143.82,9253.35
2023-01-07 00:00:00+00:00,PT15M,8223.62,8074.79,7459.94,8689.65,7647.38,7250.18,8044.58,8032.4
2023-01-07 01:00:00+00:00,PT15M,7868.02,7715.42,7108.66,8322.18,7301.08,6909.11,7693.06,7658.85
2023-01-07 02:00:00+00:00,PT15M,7758.05,7744.12,7134.5,8353.73,7182.08,6788.26,7575.91,7489.83
2023-01-07 03:00:00+00:00,PT15M,7750.62,7745.36,7138.93,8351.79,7122.87,6731.11,7514.63,7334.57
2023-01-07 04:00:00+00:00,PT15M,7708.36,7785.97,7185.41,8386.54,7116.15,6728.2,7504.1,7312.91
2023-01-07 05:00:00+00:00,PT15M,7887.94,7756.33,7161.93,8350.72,7382.13,6998.14,7766.12,7531.13
2023-01-07 06:00:00+00:00,PT15M,8246.37,7889.67,7296.81,8482.52,7503.45,7120.46,7886.44,7712.97
2023-01-07 07:00:00+00:00,PT15M,8608.65,8493.62,7900.15,9087.08,7915.78,7532.4,8299.16,8180.18
2023-01-07 08:00:00+00:00,PT15M,9008.91,8907.96,8315.7,9500.21,8443.96,8061.35,8826.57,8737.93
2023-01-07 09:00:00+00:00,PT15M,9410.77,9589.34,8999.56,10179.12,8981.36,8224.51,9738.2,9275.06
2023-01-07 10:00:00+00:00,PT15M,9322.29,9738.66,9149.61,10327.72,9221.13,8465.22,9977.04,9477.64
2023-01-07 11:00:00+00:00,PT15M,9333.54,9483.76,8887.68,10079.85,9315.42,8551.26,10079.58,9593.36
2023-01-07 12:00:00+00:00,PT15M,9126.78,9282.89,8687.65,9878.13,9136.83,8373.75,9899.92,9437.35
2023-01-07 13:00:00+00:00,PT15M,8953.56,9102.71,8506.35,9699.08,9057.45,8292.91,9821.99,9298.3
2023-01-07 14:00:00+00:00,PT15M,9067.69,9196.82,8604.94,9788.7,9077.35,8318.56,9836.14,9301.85
2023-01-07 15:00:00+00:00,PT15M,9389.22,9369.76,8784.04,9955.49,9124.01,8373.11,9874.91,9333.04
2023-01-07 16:00:00+00:00,PT15M,9915.48,9870.34,9279.39,10461.29,9721.58,8963.99,10479.16,9866.41
2023-01-07 17:00:00+00:00,PT15M,10105.01,9956.87,9359.49,10554.25,9848.59,9082.77,10614.42,10034.72
2023-01-07 18:00:00+00:00,PT15M,9746.22,9815.93,9213.01,10418.85,9529.25,8756.31,10302.18,9778.73
2023-01-07 19:00:00+00:00,PT15M,9266.3,9268.83,8667.44,9870.22,9037.91,8266.95,9808.88,9348.23
2023-01-07 20:00:00+00:00,PT15M,8884.26,8762.3,8163.35,9361.24,8544.06,7776.23,9311.9,8917.72
2023-01-07 21:00:00+00:00,PT15M,8875.5,8483.39,7889.64,9077.14,8487.14,7725.96,9248.32,8837.16
2023-01-07 22:00:00+00:00,PT15M,8676.7,8769.42,8164.75,9374.09,8646.76,7871.59,9421.92,8968.45
2023-01-07 23:00:00+00:00,PT15M,8315.46,8160.13,7553.72,8766.53,8478.09,7872.27,9083.91,8605.1
2023-01-08 00:00:00+00:00,PT15M,7840.49,8206.16,7863.34,8548.99,8315.38,8017.02,8613.75,8036.6
2023-01-08 01:00:00+00:00,PT15M,7838.55,7602.1,7261.85,7942.35,7944.25,7648.15,8240.34,7616.05
2023-01-08 02:00:00+00:00,PT15M,7521.39,7511.03,7171.14,7850.93,7659.36,7363.51,7955.21,7368.11
2023-01-08 03:00:00+00:00,PT15M,7455.58,7561.41,7225.58,7897.24,7530.95,7238.73,7823.17,7232.53
2023-01-08 04:00:00+00:00,PT15M,7705.29,7743.66,7406.68,8080.63,7615.06,7321.97,7908.16,7240.91
2023-01-08 05:00:00+00:00,PT15M,7651.53,7699.76,7366.35,8033.16,7720.63,7430.66,8010.59,7315.3
2023-01-08 06:00:00+00:00,PT15M,8046.6,7684.27,7353.2,8015.34,7862.9,7574.87,8150.94,7350.38
2023-01-08 07:00:00+00:00,PT15M,8278.89,8266.22,7934.46,8597.97,8242.66,7953.92,8531.4,7683.88
2023-01-08 08:00:00+00:00,PT15M,8739.29,8957.9,8627.15,9288.66,8389.13,8101.2,8677.07,8107.67
2023-01-08 09:00:00+00:00,PT15M,8940.34,8819.74,8345.87,9293.6,8566.52,8101.88,9031.16,8522.38
2023-01-08 10:00:00+00:00,PT15M,9055.27,9236.12,8761.3,9710.94,8724.36,8258.79,9189.93,8820.19
2023-01-08 11:00:00+00:00,PT15M,9361.15,9597.66,9116.65,10078.67,8927.37,8455.94,9398.8,9152.58
2023-01-08 12:00:00+00:00,PT15M,9081.92,9300.69,8818.64,9782.74,8885.35,8412.88,9357.82,9020.52
2023-01-08 13:00:00+00:00,PT15M,8717.69,8831.64,8353.21,9310.06,8652.55,8183.43,9121.66,8788.51
2023-01-08 14:00:00+00:00,PT15M,8669.97,8787.94,8309.68,9266.21,8547.74,8078.85,9016.63,8741.07
2023-01-08 15:00:00+00:00,PT15M,8945.33,8794.21,8322.41,9266.01,8486.67,8024.05,8949.3,8720.83
2023-01-08 16:00:00+00:00,PT15M,9324.05,9458.69,8989.68,9927.7,9037.65,8577.76,9497.53,9174.97
2023-01-08 17:00:00+00:00,PT15M,9912.5,9987.97,9508.19,10467.76,9449.66,8979.29,9920.03,9590.82
2023-01-08 18:00:00+00:00,PT15M,9732.03,9777.61,9293.12,10262.1,9273.69,8798.76,9748.62,9529.89
2023-01-08 19:00:00+00:00,PT15M,9412.61,9516.35,9033.29,9999.41,8832.18,8358.49,9305.86,9140.91
2023-01-08 20:00:00+00:00,PT15M,9038.15,9007.52,8524.27,9490.77,8371.62,7897.65,8845.6,8710.23
2023-01-08 21:00:00+00:00,PT15M,8803.01,8790.39,8312.56,9268.21,8182.13,7713.83,8650.42,8584.54
2023-01-08 22:00:00+00:00,PT15M,8940.96,8834.11,8347.46,9320.75,8245.36,7768.25,8722.48,8622.05
2023-01-08 23:00:00+00:00,PT15M,8472.05,8412.21,7923.45,8900.97,8309.95,7821.24,8798.66,8167.62
2023-01-09 00:00:00+00:00,PT15M,8022.06,8080.96,7656.94,8504.97,8108.72,7421.59,8795.85,7879.32
2023-01-09 01:00:00+00:00,PT15M,7918.3,7765.34,7344.1,8186.59,7712.79,7030.82,8394.75,7609.54
2023-01-09 02:00:00+00:00,PT15M,7768.31,7761.45,7341.01,8181.89,7520.06,6838.8,8201.33,7424.8
2023-01-09 03:00:00+00:00,PT15M,7733.77,7866.96,7450.97,8282.95,7523.12,6850.01,8196.23,7425.63
2023-01-09 04:00:00+00:00,PT15M,7935.09,8181.38,7763.18,8599.57,7915.75,7240.34,8591.16,7838.3
2023-01-09 05:00:00+00:00,PT15M,9014.38,8789.54,8377.74,9201.34,8703.02,8034.77,9371.27,8630.01
2023-01-09 06:00:00+00:00,PT15M,9961.96,10241.03,9830.2,10651.86,9441.79,8778.23,10105.36,9371.14
2023-01-09 07:00:00+00:00,PT15M,10849.52,10391.85,9981.54,10802.15,10362.59,9697.65,11027.53,10272.6
2023-01-09 08:00:00+00:00,PT15M,11057.8,10690.69,10280.73,11100.64,10527.49,9864.55,11190.42,10400.42
2023-01-09 09:00:00+00:00,PT15M,11143.54,10957.59,10433.23,11481.96,10560.46,9714.9,11406.01,10456.75
2023-01-09 10:00:00+00:00,PT15M,11370.1,10823.06,10301.99,11344.14,10625.85,9778.59,11473.11,10537.16
2023-01-09 11:00:00+00:00,PT15M,11257.52,11036.58,10507.45,11565.72,10662.1,9803.89,11520.32,10546.27
2023-01-09 12:00:00+00:00,PT15M,11051.52,11204.64,10673.79,11735.49,10684.3,9824.22,11544.38,10600.61
2023-01-09 13:00:00+00:00,PT15M,10741.99,10996.7,10470.01,11523.39,10561.82,9708.21,11415.43,10594.83
2023-01-09 14:00:00+00:00,PT15M,10920.53,10711.39,10185.33,11237.45,10632.99,9779.67,11486.32,10588.51
2023-01-09 15:00:00+00:00,PT15M,10925.98,10634.43,10114.71,11154.16,10540.36,9698.57,11382.15,10473.55
2023-01-09 16:00:00+00:00,PT15M,11327.83,10879.03,10364.23,11393.82,10852.83,10016.02,11689.64,10816.88
2023-01-09 17:00:00+00:00,PT15M,11826.55,11272.08,10744.27,11799.88,11106.22,10250.18,11962.26,10991.84
2023-01-09 18:00:00+00:00,PT15M,11587.52,11176.03,10643.45,11708.62,10712.65,9848.22,11577.07,10598.76
2023-01-09 19:00:00+00:00,PT15M,10898.22,10608.63,10077.38,11139.87,10077.73,9215.86,10939.6,9955.78
2023-01-09 20:00:00+00:00,PT15M,10248.03,10076.1,9544.59,10607.61,9609.22,8747.01,10471.44,9487.48
2023-01-09 21:00:00+00:00,PT15M,9900.89,9757.75,9232.02,10283.49,9518.97,8666.44,10371.51,9352.09
2023-01-09 22:00:00+00:00,PT15M,10002.47,9660.81,9126.01,10195.61,9631.29,8763.02,10499.57,9484.67
2023-01-09 23:00:00+00:00,PT15M,9427.38,9593.75,9056.15,10131.35,9151.95,8610.4,9693.51,9234.86
2023-01-10 00:00:00+00:00,PT15M,8860.83,9200.45,8790.89,9610.02,8295.15,7770.5,8819.8,8438.0
2023-01-10 01:00:00+00:00,PT15M,8514.67,8701.37,8295.53,9107.21,7959.53,7439.57,8479.5,7945.39
2023-01-10 02:00:00+00:00,PT15M,8358.31,8287.97,7885.15,8690.79,7763.34,7247.0,8279.67,7742.67
2023-01-10 03:00:00+00:00,PT15M,8459.36,8306.55,7906.29,8706.81,7765.66,7252.88,8278.44,7778.22
2023-01-10 04:00:00+00:00,PT15M,8635.54,8666.66,8272.18,9061.15,8030.56,7525.22,8535.9,8009.98
2023-01-10 05:00:00+00:00,PT15M,9560.75,9490.87,9102.72,9879.03,8807.87,8310.81,9304.93,8729.24
2023-01-10 06:00:00+00:00,PT15M,10707.48,10529.64,10137.94,10921.33,9730.69,9228.67,10232.7,9620.84
2023-01-10 07:00:00+00:00,PT15M,11294.42,11219.31,10823.91,11614.72,10378.54,9872.01,10885.07,10294.69
