utc_time,FR_MW,GE_MW,BE_MW,offshore_wind_cf,onshore_wind_cf,solar_cf,NL_MW
2024-01-01 00:00:00+00:00,53113.0,40170.25,7335.32,0.742,0.254,0.0,12600.0
2024-01-01 01:00:00+00:00,51857.5,38818.25,7142.98,0.516,0.183,0.0,12601.707844331002
2024-01-01 02:00:00+00:00,49391.5,37847.75,6878.37,0.411,0.131,0.0,12603.41568644808
2024-01-01 03:00:00+00:00,47850.0,37123.25,6751.79,0.154,0.105,0.0,12605.123524137316
2024-01-01 04:00:00+00:00,47750.0,36753.75,6703.01,0.055,0.087,0.0,12606.831355184795
2024-01-01 05:00:00+00:00,48313.0,37051.25,6805.42,0.012,0.064,0.0,12608.539177376611
2024-01-01 06:00:00+00:00,48501.0,36725.5,6871.1,0.0,0.05,0.0,12610.246988498871
2024-01-01 07:00:00+00:00,48665.5,37321.0,7064.42,0.0,0.05,0.0,12611.954786337696
2024-01-01 08:00:00+00:00,49824.5,37984.25,7206.34,0.007,0.052,0.039,12613.66256867922
2024-01-01 09:00:00+00:00,51427.0,39952.0,7564.02,0.054,0.055,0.17,12615.370333309604
2024-01-01 10:00:00+00:00,52546.0,42309.25,7917.12,0.137,0.07,0.236,12617.078078015027
2024-01-01 11:00:00+00:00,52929.0,44829.25,8167.6,0.222,0.091,0.248,12618.785800581696
2024-01-01 12:00:00+00:00,50950.5,45824.0,8248.05,0.431,0.128,0.206,12620.493498795846
2024-01-01 13:00:00+00:00,50237.0,45251.75,8140.26,0.514,0.15,0.126,12622.201170443743
2024-01-01 14:00:00+00:00,49779.5,44904.5,8061.56,0.528,0.159,0.064,12623.908813311687
2024-01-01 15:00:00+00:00,49655.0,44952.25,7996.33,0.617,0.189,0.035,12625.616425186021
2024-01-01 16:00:00+00:00,53320.0,46881.25,8456.61,0.686,0.223,0.0,12627.324003853118
2024-01-01 17:00:00+00:00,56401.0,50120.5,8741.94,0.714,0.236,0.0,12629.031547099403
2024-01-01 18:00:00+00:00,56975.0,50199.5,8635.37,0.817,0.258,0.0,12630.73905271134
2024-01-01 19:00:00+00:00,55380.0,49118.25,8135.64,0.802,0.325,0.0,12632.446518475452
2024-01-01 20:00:00+00:00,53896.0,47071.75,7946.29,0.815,0.442,0.0,12634.1539421783
2024-01-01 21:00:00+00:00,54804.0,45149.0,8003.15,0.885,0.476,0.0,12635.86132160651
2024-01-01 22:00:00+00:00,54310.5,43664.25,7868.74,0.907,0.496,0.0,12637.56865454676
2024-01-01 23:00:00+00:00,51891.0,41057.25,7647.49,0.913,0.498,0.0,12639.275938785793
2024-01-02 00:00:00+00:00,50481.5,38390.0,7246.12,0.918,0.565,0.0,12640.98317211041
2024-01-02 01:00:00+00:00,49440.5,37078.0,6960.59,0.91,0.521,0.0,12642.69035230748
2024-01-02 02:00:00+00:00,47355.5,37041.75,6812.08,0.882,0.474,0.0,12644.397477163942
2024-01-02 03:00:00+00:00,46832.5,37358.25,6766.01,0.834,0.437,0.0,12646.104544466807
2024-01-02 04:00:00+00:00,48859.0,39412.25,7026.9,0.787,0.411,0.0,12647.811552003157
2024-01-02 05:00:00+00:00,52482.5,42454.0,7709.66,0.737,0.381,0.0,12649.518497560157
2024-01-02 06:00:00+00:00,55778.0,47726.0,8243.94,0.843,0.428,0.0,12651.225378925046
2024-01-02 07:00:00+00:00,58040.5,52564.75,8964.4,0.837,0.412,0.0,12652.932193885152
2024-01-02 08:00:00+00:00,59883.5,56047.5,9434.9,0.83,0.34,0.005,12654.638940227886
2024-01-02 09:00:00+00:00,61203.5,57931.5,9835.9,0.781,0.339,0.022,12656.345615740747
2024-01-02 10:00:00+00:00,62667.5,59509.5,9888.22,0.762,0.351,0.064,12658.052218211331
2024-01-02 11:00:00+00:00,62956.0,60929.5,10128.29,0.739,0.373,0.152,12659.758745427322
2024-01-02 12:00:00+00:00,61554.0,61269.75,10235.03,0.78,0.345,0.16,12661.465195176504
2024-01-02 13:00:00+00:00,61268.0,60607.0,10216.95,0.855,0.36,0.052,12663.171565246765
2024-01-02 14:00:00+00:00,60229.5,59705.0,10173.52,0.878,0.391,0.033,12664.877853426091
2024-01-02 15:00:00+00:00,59210.0,60067.0,9984.93,0.903,0.427,0.04,12666.584057502578
2024-01-02 16:00:00+00:00,61023.0,61427.0,10431.1,0.913,0.449,0.0,12668.290175264428
2024-01-02 17:00:00+00:00,63198.5,63376.75,10501.11,0.916,0.495,0.0,12669.996204499957
2024-01-02 18:00:00+00:00,62837.0,63072.0,10396.02,0.919,0.522,0.0,12671.702142997596
2024-01-02 19:00:00+00:00,59436.0,61214.75,9823.82,0.919,0.56,0.0,12673.407988545892
2024-01-02 20:00:00+00:00,56329.5,58093.5,9036.39,0.913,0.578,0.0,12675.113738933514
2024-01-02 21:00:00+00:00,56612.0,54777.75,8908.2,0.909,0.589,0.0,12676.819391949253
2024-01-02 22:00:00+00:00,55947.5,52006.25,8779.75,0.9,0.589,0.0,12678.524945382027
2024-01-02 23:00:00+00:00,53124.0,49067.5,8467.57,0.881,0.593,0.0,12680.230397020883
2024-01-03 00:00:00+00:00,50990.5,46137.5,8031.15,0.891,0.604,0.0,12681.935744655
2024-01-03 01:00:00+00:00,49964.5,44335.25,7615.05,0.917,0.579,0.0,12683.640986073691
2024-01-03 02:00:00+00:00,47983.5,43294.75,7579.62,0.919,0.579,0.0,12685.34611906641
2024-01-03 03:00:00+00:00,47527.5,43656.25,7478.88,0.919,0.537,0.0,12687.051141422744
2024-01-03 04:00:00+00:00,50069.5,45081.75,7829.2,0.914,0.478,0.0,12688.756050932434
2024-01-03 05:00:00+00:00,54197.0,47957.5,8424.09,0.884,0.424,0.0,12690.460845385358
2024-01-03 06:00:00+00:00,57981.5,53736.25,8930.96,0.834,0.371,0.0,12692.165522571548
2024-01-03 07:00:00+00:00,60233.0,58238.5,9862.89,0.727,0.348,0.0,12693.870080281187
2024-01-03 08:00:00+00:00,61553.5,60985.0,10102.87,0.807,0.358,0.023,12695.574516304614
2024-01-03 09:00:00+00:00,62109.0,62279.0,10349.76,0.879,0.399,0.128,12697.278828432321
2024-01-03 10:00:00+00:00,63059.0,63084.75,10548.17,0.888,0.454,0.267,12698.983014454967
2024-01-03 11:00:00+00:00,62490.0,64448.0,10742.93,0.899,0.494,0.268,12700.687072163371
2024-01-03 12:00:00+00:00,60816.5,64460.75,10617.89,0.914,0.436,0.16,12702.39099934852
2024-01-03 13:00:00+00:00,60795.5,63089.25,10456.54,0.918,0.485,0.068,12704.094793801565
2024-01-03 14:00:00+00:00,59809.5,61937.75,10445.84,0.919,0.563,0.023,12705.798453313839
2024-01-03 15:00:00+00:00,59167.5,61490.25,10318.76,0.919,0.614,0.009,12707.50197567684
2024-01-03 16:00:00+00:00,61669.5,62105.5,10668.91,0.919,0.665,0.0,12709.205358682248
2024-01-03 17:00:00+00:00,64449.5,64559.0,11123.16,0.919,0.698,0.0,12710.908600121926
2024-01-03 18:00:00+00:00,64032.5,64586.5,10657.7,0.919,0.635,0.0,12712.611697787916
2024-01-03 19:00:00+00:00,60438.5,62472.25,10076.63,0.919,0.661,0.0,12714.314649472448
2024-01-03 20:00:00+00:00,57276.5,58666.5,9725.68,0.919,0.669,0.0,12716.017452967944
2024-01-03 21:00:00+00:00,57704.5,55714.0,9479.28,0.838,0.615,0.0,12717.720106067014
2024-01-03 22:00:00+00:00,56845.5,52734.75,9308.18,0.486,0.561,0.0,12719.422606562466
2024-01-03 23:00:00+00:00,54220.5,48999.5,8487.37,0.261,0.504,0.0,12721.124952247303
2024-01-04 00:00:00+00:00,52827.5,46366.0,8124.82,0.579,0.425,0.0,12722.827140914731
2024-01-04 01:00:00+00:00,51765.5,45278.25,7933.02,0.624,0.375,0.0,12724.52917035816
2024-01-04 02:00:00+00:00,49717.0,44642.5,7665.68,0.58,0.359,0.0,12726.231038371203
2024-01-04 03:00:00+00:00,49092.0,45027.25,7790.75,0.507,0.354,0.0,12727.932742747686
2024-01-04 04:00:00+00:00,51339.5,46279.75,7939.65,0.467,0.356,0.0,12729.634281281646
2024-01-04 05:00:00+00:00,55526.5,48751.5,8375.11,0.448,0.35,0.0,12731.335651767333
2024-01-04 06:00:00+00:00,59565.5,53684.0,9367.91,0.566,0.313,0.0,12733.036851999217
2024-01-04 07:00:00+00:00,61930.0,59303.5,10081.19,0.496,0.302,0.0,12734.737879771987
2024-01-04 08:00:00+00:00,62862.0,62947.25,10619.37,0.408,0.29,0.006,12736.43873288056
2024-01-04 09:00:00+00:00,62768.5,64255.0,10699.15,0.41,0.312,0.019,12738.139409120073
2024-01-04 10:00:00+00:00,62909.5,65365.0,10903.17,0.5,0.344,0.031,12739.839906285897
2024-01-04 11:00:00+00:00,61956.0,65554.75,10865.64,0.674,0.35,0.04,12741.540222173633
2024-01-04 12:00:00+00:00,60229.0,65594.5,10854.83,0.819,0.31,0.046,12743.240354579117
2024-01-04 13:00:00+00:00,59727.0,64722.75,10560.47,0.898,0.331,0.043,12744.940301298424
2024-01-04 14:00:00+00:00,58860.0,63715.0,10608.98,0.9,0.316,0.026,12746.64006012787
2024-01-04 15:00:00+00:00,58443.5,63035.0,10437.36,0.899,0.296,0.008,12748.339628864012
2024-01-04 16:00:00+00:00,61314.0,63827.5,10868.24,0.899,0.3,0.0,12750.039005303655
2024-01-04 17:00:00+00:00,64555.0,65704.5,11240.16,0.891,0.314,0.0,12751.738187243856
2024-01-04 18:00:00+00:00,64421.0,64839.75,10637.42,0.9,0.274,0.0,12753.437172481918
2024-01-04 19:00:00+00:00,60723.5,63362.75,10256.85,0.904,0.322,0.0,12755.135958815405
2024-01-04 20:00:00+00:00,57674.0,59665.5,9671.43,0.902,0.332,0.0,12756.834544042134
2024-01-04 21:00:00+00:00,58163.0,56429.75,9385.22,0.885,0.327,0.0,12758.53292596019
2024-01-04 22:00:00+00:00,57446.0,53468.75,9549.72,0.865,0.326,0.0,12760.23110236791
2024-01-04 23:00:00+00:00,54741.5,50083.0,8792.2,0.85,0.323,0.0,12761.929071063907
2024-01-05 00:00:00+00:00,53288.0,46882.75,8243.55,0.828,0.306,0.0,12763.626829847062
2024-01-05 01:00:00+00:00,52244.5,45242.0,7933.23,0.838,0.289,0.0,12765.324376516523
2024-01-05 02:00:00+00:00,50334.5,44115.25,7662.6,0.827,0.299,0.0,12767.021708871718
2024-01-05 03:00:00+00:00,49789.0,44397.0,7661.55,0.843,0.303,0.0,12768.718824712352
2024-01-05 04:00:00+00:00,52096.5,45672.25,7846.75,0.848,0.3,0.0,12770.41572183841
2024-01-05 05:00:00+00:00,56314.5,48107.75,8603.91,0.82,0.292,0.0,12772.112398050158
2024-01-05 06:00:00+00:00,60345.0,52828.0,9374.42,0.788,0.29,0.0,12773.808851148153
2024-01-05 07:00:00+00:00,63037.5,58204.0,10085.12,0.767,0.293,0.0,12775.505078933238
2024-01-05 08:00:00+00:00,64406.0,61650.5,10375.24,0.775,0.323,0.009,12777.201079206548
2024-01-05 09:00:00+00:00,64814.0,63237.0,10651.89,0.802,0.357,0.028,12778.896849769515
2024-01-05 10:00:00+00:00,65171.0,64022.0,10827.82,0.814,0.379,0.038,12780.59238842387
2024-01-05 11:00:00+00:00,64197.0,64775.0,10914.71,0.82,0.353,0.042,12782.287692971639
2024-01-05 12:00:00+00:00,62326.0,64509.25,10756.61,0.797,0.301,0.041,12783.982761215155
2024-01-05 13:00:00+00:00,61965.5,63212.0,10602.96,0.822,0.294,0.03,12785.677590957059
2024-01-05 14:00:00+00:00,60844.5,62148.75,10603.88,0.838,0.257,0.02,12787.372180000299
2024-01-05 15:00:00+00:00,60086.5,61704.75,10475.07,0.833,0.238,0.01,12789.066526148135
2024-01-05 16:00:00+00:00,62798.0,62787.25,10859.26,0.831,0.247,0.0,12790.760627204143
2024-01-05 17:00:00+00:00,65416.0,65094.75,11166.32,0.819,0.25,0.0,12792.454480972214
2024-01-05 18:00:00+00:00,64967.5,64997.5,10551.48,0.757,0.222,0.0,12794.148085256564
2024-01-05 19:00:00+00:00,61700.5,63064.5,9997.1,0.702,0.224,0.0,12795.841437861727
2024-01-05 20:00:00+00:00,59269.5,59468.25,9703.31,0.642,0.228,0.0,12797.53453659257
2024-01-05 21:00:00+00:00,59933.0,56368.25,9507.89,0.633,0.213,0.0,12799.227379254282
2024-01-05 22:00:00+00:00,59379.0,53853.5,9479.81,0.603,0.192,0.0,12800.919963652388
2024-01-05 23:00:00+00:00,56904.5,50416.0,9074.61,0.576,0.173,0.0,12802.612287592749
2024-01-06 00:00:00+00:00,55513.5,47558.0,8485.8,0.496,0.155,0.0,12804.304348881558
2024-01-06 01:00:00+00:00,54221.5,45836.0,8154.19,0.532,0.133,0.0,12805.996145325356
2024-01-06 02:00:00+00:00,51939.0,44859.5,7921.61,0.517,0.111,0.0,12807.687674731023
2024-01-06 03:00:00+00:00,50630.5,44223.5,7778.14,0.425,0.095,0.0,12809.378934905784
2024-01-06 04:00:00+00:00,51297.0,44314.0,7644.95,0.346,0.084,0.0,12811.069923657216
2024-01-06 05:00:00+00:00,52977.5,44637.5,8005.7,0.286,0.081,0.0,12812.760638793245
2024-01-06 06:00:00+00:00,55009.5,45244.75,8365.13,0.372,0.071,0.0,12814.451078122154
2024-01-06 07:00:00+00:00,57129.0,46848.25,8912.21,0.316,0.074,0.0,12816.141239452583
2024-01-06 08:00:00+00:00,59577.5,50410.5,9402.98,0.3,0.084,0.011,12817.831120593532
2024-01-06 09:00:00+00:00,61179.5,53938.0,9704.18,0.273,0.084,0.042,12819.520719354365
2024-01-06 10:00:00+00:00,62089.5,55906.75,10002.26,0.233,0.087,0.081,12821.21003354481
2024-01-06 11:00:00+00:00,62491.0,57656.75,10186.05,0.19,0.083,0.128,12822.899060974967
2024-01-06 12:00:00+00:00,60351.0,58010.5,10083.39,0.205,0.103,0.15,12824.587799455305
2024-01-06 13:00:00+00:00,59712.0,56947.75,10209.01,0.21,0.111,0.172,12826.276246796668
2024-01-06 14:00:00+00:00,58827.5,56351.0,10195.26,0.237,0.1,0.172,12827.964400810279
2024-01-06 15:00:00+00:00,58190.0,56437.25,10045.81,0.243,0.082,0.083,12829.65225930774
2024-01-06 16:00:00+00:00,61004.0,57204.75,10347.03,0.252,0.083,0.0,12831.339820101039
2024-01-06 17:00:00+00:00,63814.0,59214.25,10700.45,0.276,0.089,0.0,12833.027081002541
2024-01-06 18:00:00+00:00,63970.0,59277.25,10531.68,0.314,0.13,0.0,12834.714039825012
2024-01-06 19:00:00+00:00,61454.5,57654.75,9990.26,0.449,0.142,0.0,12836.400694381602
2024-01-06 20:00:00+00:00,59136.0,54549.5,9366.96,0.462,0.147,0.0,12838.087042485855
2024-01-06 21:00:00+00:00,60370.0,52155.25,9148.13,0.482,0.163,0.0,12839.773081951716
2024-01-06 22:00:00+00:00,60426.0,50914.5,9307.22,0.488,0.184,0.0,12841.458810593529
2024-01-06 23:00:00+00:00,58016.0,48121.75,8928.65,0.528,0.2,0.0,12843.144226226039
2024-01-07 00:00:00+00:00,56695.0,45382.75,8512.94,0.605,0.19,0.0,12844.8293266644
2024-01-07 01:00:00+00:00,55511.0,43746.25,8301.7,0.667,0.222,0.0,12846.51410972417
2024-01-07 02:00:00+00:00,53250.5,43048.75,8151.17,0.659,0.287,0.0,12848.198573221323
2024-01-07 03:00:00+00:00,51884.5,42566.5,7879.57,0.736,0.364,0.0,12849.882714972246
2024-01-07 04:00:00+00:00,52354.5,42672.5,7906.33,0.833,0.428,0.0,12851.56653279374
2024-01-07 05:00:00+00:00,53576.5,42592.75,8061.53,0.875,0.502,0.0,12853.250024503031
2024-01-07 06:00:00+00:00,55128.0,42738.25,8274.99,0.918,0.515,0.0,12854.933187917764
2024-01-07 07:00:00+00:00,57035.0,44372.5,8676.1,0.919,0.49,0.0,12856.61602085601
2024-01-07 08:00:00+00:00,60050.0,46910.75,9153.52,0.919,0.561,0.008,12858.29852113627
2024-01-07 09:00:00+00:00,62552.5,50727.25,9613.23,0.919,0.617,0.012,12859.980686577475
2024-01-07 10:00:00+00:00,64492.0,53437.25,10238.28,0.919,0.593,0.015,12861.662514998992
2024-01-07 11:00:00+00:00,65210.5,56026.5,10556.66,0.919,0.558,0.015,12863.344004220622
2024-01-07 12:00:00+00:00,62824.5,56856.5,10373.4,0.841,0.608,0.016,12865.025152062606
2024-01-07 13:00:00+00:00,62008.0,55751.25,10292.22,0.918,0.659,0.012,12866.70595634563
2024-01-07 14:00:00+00:00,61368.0,54913.0,10130.63,0.42,0.713,0.007,12868.386414890823
2024-01-07 15:00:00+00:00,60886.5,54643.5,10123.74,0.888,0.726,0.003,12870.066525519764
2024-01-07 16:00:00+00:00,64037.5,56329.0,10414.52,0.916,0.712,0.0,12871.746286054482
2024-01-07 17:00:00+00:00,67917.5,59864.25,10680.26,0.919,0.631,0.0,12873.425694317459
2024-01-07 18:00:00+00:00,68550.5,60473.25,10647.34,0.919,0.594,0.0,12875.104748131635
2024-01-07 19:00:00+00:00,66153.0,59068.25,10237.27,0.919,0.587,0.0,12876.78344532041
2024-01-07 20:00:00+00:00,64040.0,56368.75,9766.96,0.919,0.573,0.0,12878.461783707646
2024-01-07 21:00:00+00:00,64572.0,54746.5,9582.66,0.919,0.532,0.0,12880.139761117667
2024-01-07 22:00:00+00:00,63785.5,54224.5,9571.82,0.919,0.512,0.0,12881.817375375269
2024-01-07 23:00:00+00:00,61753.0,51706.75,9167.58,0.919,0.499,0.0,12883.494624305717
2024-01-08 00:00:00+00:00,60849.0,50045.0,8935.81,0.919,0.579,0.0,12885.17150573475
2024-01-08 01:00:00+00:00,60378.0,48530.75,8650.61,0.919,0.552,0.0,12886.848017488584
2024-01-08 02:00:00+00:00,58725.5,48045.0,8560.68,0.919,0.459,0.0,12888.524157393911
2024-01-08 03:00:00+00:00,58643.5,48212.25,8394.03,0.916,0.363,0.0,12890.19992327791
2024-01-08 04:00:00+00:00,62159.0,49203.0,8786.11,0.903,0.301,0.0,12891.875312968243
2024-01-08 05:00:00+00:00,68695.0,52497.75,9707.88,0.849,0.286,0.0,12893.550324293055
2024-01-08 06:00:00+00:00,74204.0,60305.25,10765.09,0.649,0.275,0.0,12895.224955080988
2024-01-08 07:00:00+00:00,76795.0,66176.0,11823.46,0.537,0.246,0.0,12896.899203161176
2024-01-08 08:00:00+00:00,78004.5,69647.5,12183.8,0.568,0.201,0.073,12898.573066363246
2024-01-08 09:00:00+00:00,78514.5,70157.5,12290.49,0.635,0.198,0.294,12900.246542517327
2024-01-08 10:00:00+00:00,79255.5,69722.0,12327.31,0.633,0.191,0.444,12901.919629454047
2024-01-08 11:00:00+00:00,78480.5,69755.75,12415.88,0.554,0.175,0.511,12903.592325004542
2024-01-08 12:00:00+00:00,77172.0,69315.75,12231.07,0.479,0.149,0.524,12905.264627000452
2024-01-08 13:00:00+00:00,77222.0,69045.5,12022.4,0.462,0.13,0.464,12906.936533273929
2024-01-08 14:00:00+00:00,76565.5,68221.5,11831.16,0.511,0.129,0.314,12908.608041657639
2024-01-08 15:00:00+00:00,76114.5,67905.25,11760.95,0.524,0.14,0.157,12910.27914998476
2024-01-08 16:00:00+00:00,78843.5,68308.25,12175.96,0.557,0.168,0.0,12911.949856088993
2024-01-08 17:00:00+00:00,82559.0,70711.0,12558.51,0.603,0.188,0.0,12913.620157804558
2024-01-08 18:00:00+00:00,82012.0,70678.25,12181.71,0.666,0.217,0.0,12915.2900529662
2024-01-08 19:00:00+00:00,77803.5,69326.75,11674.18,0.718,0.218,0.0,12916.95953940919
2024-01-08 20:00:00+00:00,74277.0,65828.0,11026.33,0.72,0.229,0.0,12918.62861496933
2024-01-08 21:00:00+00:00,74392.0,62587.25,10588.39,0.691,0.22,0.0,12920.297277482954
2024-01-08 22:00:00+00:00,73268.5,59977.5,10436.05,0.684,0.215,0.0,12921.96552478693
2024-01-08 23:00:00+00:00,70666.0,56515.0,10263.28,0.687,0.216,0.0,12923.63335471867
2024-01-09 00:00:00+00:00,70051.0,54800.0,9714.95,0.639,0.185,0.0,12925.300765116119
2024-01-09 01:00:00+00:00,69429.5,53013.75,9346.37,0.708,0.203,0.0,12926.96775381777
2024-01-09 02:00:00+00:00,67511.0,52305.25,9332.04,0.679,0.212,0.0,12928.634318662665
2024-01-09 03:00:00+00:00,67071.5,51986.25,9231.9,0.707,0.206,0.0,12930.300457490392
2024-01-09 04:00:00+00:00,70153.0,52933.25,9410.51,0.702,0.221,0.0,12931.966168141089
2024-01-09 05:00:00+00:00,75985.5,56133.0,10261.94,0.723,0.25,0.0,12933.631448455457
2024-01-09 06:00:00+00:00,81314.5,62377.75,11441.82,0.825,0.259,0.0,12935.296296274748
2024-01-09 07:00:00+00:00,83084.5,68218.5,12233.65,0.85,0.287,0.0,12936.960709440775
2024-01-09 08:00:00+00:00,83722.5,70871.5,12629.33,0.857,0.286,0.051,12938.624685795918
2024-01-09 09:00:00+00:00,83650.5,70857.25,12791.14,0.82,0.318,0.136,12940.288223183123
2024-01-09 10:00:00+00:00,83707.0,70830.25,12760.31,0.788,0.334,0.18,12941.9513194459
2024-01-09 11:00:00+00:00,82347.0,70792.0,12584.53,0.758,0.346,0.163,12943.613972428335
2024-01-09 12:00:00+00:00,80386.0,70341.25,12379.16,0.818,0.42,0.152,12945.27617997509
2024-01-09 13:00:00+00:00,79899.5,68867.0,12103.56,0.846,0.439,0.137,12946.9379399314
2024-01-09 14:00:00+00:00,79020.5,67306.5,11869.42,0.881,0.431,0.1,12948.599250143085
2024-01-09 15:00:00+00:00,78567.0,67221.0,11906.23,0.903,0.405,0.047,12950.260108456543
2024-01-09 16:00:00+00:00,81387.0,68084.25,12025.91,0.914,0.433,0.0,12951.920512718763
2024-01-09 17:00:00+00:00,85003.0,71236.25,12601.12,0.917,0.468,0.0,12953.580460777317
2024-01-09 18:00:00+00:00,84360.0,71059.25,12345.27,0.919,0.509,0.0,12955.239950480374
2024-01-09 19:00:00+00:00,80322.0,69586.5,11777.65,0.919,0.527,0.0,12956.898979676695
2024-01-09 20:00:00+00:00,76460.0,66124.75,11391.72,0.919,0.542,0.0,12958.557546215634
2024-01-09 21:00:00+00:00,76338.0,63224.0,11106.67,0.919,0.587,0.0,12960.215647947152
2024-01-09 22:00:00+00:00,75201.5,60247.75,10902.5,0.919,0.631,0.0,12961.873282721806
2024-01-09 23:00:00+00:00,72560.0,57335.75,10547.92,0.919,0.663,0.0,12963.530448390764
2024-01-10 00:00:00+00:00,71698.5,55036.0,9954.5,0.919,0.646,0.0,12965.187142805797
2024-01-10 01:00:00+00:00,70880.5,53368.5,9640.58,0.919,0.601,0.0,12966.843363819291
2024-01-10 02:00:00+00:00,68673.0,52543.0,9510.31,0.919,0.596,0.0,12968.499109284241
2024-01-10 03:00:00+00:00,68088.0,52445.5,9353.65,0.919,0.576,0.0,12970.154377054263
2024-01-10 04:00:00+00:00,70593.5,53119.0,9654.53,0.919,0.526,0.0,12971.809164983591
2024-01-10 05:00:00+00:00,76051.0,56026.25,10354.89,0.919,0.534,0.0,12973.463470927081
2024-01-10 06:00:00+00:00,80839.0,62505.0,11659.93,0.919,0.575,0.0,12975.117292740213
2024-01-10 07:00:00+00:00,83422.0,68074.5,12483.01,0.919,0.59,0.0,12976.770628279095
2024-01-10 08:00:00+00:00,84144.5,70666.75,12815.31,0.919,0.598,0.067,12978.423475400465
2024-01-10 09:00:00+00:00,84400.0,71470.25,12902.61,0.919,0.628,0.276,12980.075831961693
2024-01-10 10:00:00+00:00,85101.5,71238.5,13048.15,0.918,0.655,0.425,12981.72769582079
2024-01-10 11:00:00+00:00,83774.0,70909.25,12913.56,0.918,0.673,0.449,12983.379064836397
2024-01-10 12:00:00+00:00,81829.5,70050.0,12661.64,0.916,0.59,0.238,12985.029936867808
2024-01-10 13:00:00+00:00,81185.0,68746.5,12455.71,0.91,0.527,0.096,12986.68030977495
2024-01-10 14:00:00+00:00,79987.5,67476.0,12375.94,0.881,0.442,0.037,12988.330181418405
2024-01-10 15:00:00+00:00,79188.0,67311.25,12102.21,0.891,0.406,0.016,12989.979549659398
2024-01-10 16:00:00+00:00,81609.5,68447.75,12288.05,0.888,0.351,0.0,12991.628412359814
2024-01-10 17:00:00+00:00,85196.0,71087.75,12740.39,0.881,0.312,0.0,12993.276767382189
2024-01-10 18:00:00+00:00,84243.0,70733.5,12533.87,0.894,0.243,0.0,12994.924612589715
2024-01-10 19:00:00+00:00,79783.0,69510.75,12116.08,0.907,0.362,0.0,12996.571945846252
2024-01-10 20:00:00+00:00,75879.5,66369.5,11548.01,0.909,0.399,0.0,12998.218765016314
2024-01-10 21:00:00+00:00,75957.0,63116.0,11152.03,0.907,0.353,0.0,12999.865067965093
2024-01-10 22:00:00+00:00,74982.0,60387.5,11041.83,0.895,0.321,0.0,13001.510852558438
2024-01-10 23:00:00+00:00,72586.5,57235.0,10749.13,0.849,0.294,0.0,13003.156116662878
2024-01-11 00:00:00+00:00,71744.0,55496.75,10432.73,0.729,0.197,0.0,13004.800858145616
2024-01-11 01:00:00+00:00,71030.5,54369.0,9970.56,0.677,0.265,0.0,13006.445074874531
2024-01-11 02:00:00+00:00,69016.5,53263.75,9647.45,0.717,0.289,0.0,13008.088764718179
2024-01-11 03:00:00+00:00,68371.5,53320.75,9658.65,0.783,0.227,0.0,13009.731925545806
2024-01-11 04:00:00+00:00,71154.5,54278.5,10002.54,0.817,0.221,0.0,13011.37455522734
2024-01-11 05:00:00+00:00,76910.5,57389.75,10661.66,0.831,0.202,0.0,13013.016651633394
2024-01-11 06:00:00+00:00,81960.0,63831.5,11931.55,0.864,0.271,0.0,13014.658212635279
2024-01-11 07:00:00+00:00,83571.0,69391.5,12852.28,0.866,0.311,0.0,13016.299236104996
2024-01-11 08:00:00+00:00,83832.0,71973.5,13071.82,0.865,0.382,0.006,13017.939719915246
2024-01-11 09:00:00+00:00,82885.0,72159.25,13079.81,0.874,0.426,0.014,13019.579661939424
2024-01-11 10:00:00+00:00,82311.5,71926.0,12981.95,0.889,0.436,0.02,13021.219060051633
2024-01-11 11:00:00+00:00,80090.5,71881.5,12794.93,0.892,0.431,0.027,13022.857912126678
2024-01-11 12:00:00+00:00,77539.0,71181.5,12492.02,0.909,0.381,0.035,13024.496216040072
2024-01-11 13:00:00+00:00,76555.5,70395.5,12344.37,0.874,0.415,0.045,13026.13396966804
2024-01-11 14:00:00+00:00,75431.5,68729.5,12286.02,0.757,0.42,0.023,13027.771170887521
2024-01-11 15:00:00+00:00,75269.0,68330.5,12157.31,0.639,0.451,0.009,13029.407817576168
2024-01-11 16:00:00+00:00,78556.5,69340.75,12523.64,0.681,0.506,0.0,13031.043907612351
2024-01-11 17:00:00+00:00,82674.0,71401.25,13075.33,0.757,0.547,0.0,13032.679438875166
2024-01-11 18:00:00+00:00,82275.0,70807.75,12659.92,0.855,0.452,0.0,13034.314409244433
2024-01-11 19:00:00+00:00,78383.0,69581.0,12174.28,0.792,0.525,0.0,13035.948816600696
2024-01-11 20:00:00+00:00,74878.0,66048.5,11502.5,0.696,0.528,0.0,13037.58265882523
2024-01-11 21:00:00+00:00,75262.0,62573.25,11244.75,0.682,0.463,0.0,13039.215933800044
2024-01-11 22:00:00+00:00,74361.5,59745.0,11144.23,0.663,0.426,0.0,13040.848639407881
2024-01-11 23:00:00+00:00,71722.5,56121.25,10559.1,0.634,0.374,0.0,13042.480773532223
2024-01-12 00:00:00+00:00,70932.5,53736.5,10213.05,0.694,0.432,0.0,13044.112334057292
2024-01-12 01:00:00+00:00,70203.0,52425.0,9840.32,0.779,0.38,0.0,13045.743318868053
2024-01-12 02:00:00+00:00,68204.0,52004.75,9702.2,0.856,0.365,0.0,13047.37372585022
2024-01-12 03:00:00+00:00,67543.0,52015.0,9713.47,0.882,0.367,0.0,13049.003552890254
