utc_time,total_load,offshore_wind_cf,onshore_wind_cf,solar_cf
2024-09-13 12:00:00+00:00,9883.52,0.044,0.121,0.589
2024-09-13 13:00:00+00:00,9629.67,0.03,0.111,0.544
2024-09-13 14:00:00+00:00,9558.71,0.018,0.08,0.444
2024-09-13 15:00:00+00:00,9451.53,0.012,0.046,0.302
2024-09-13 16:00:00+00:00,9583.17,0.014,0.058,0.144
2024-09-13 17:00:00+00:00,9656.74,0.026,0.081,0.017
2024-09-13 18:00:00+00:00,9592.61,0.124,0.131,0.0
2024-09-13 19:00:00+00:00,9362.21,0.176,0.139,0.0
2024-09-13 20:00:00+00:00,8822.32,0.219,0.151,0.0
2024-09-13 21:00:00+00:00,8395.41,0.206,0.114,0.0
2024-09-13 22:00:00+00:00,7975.88,0.222,0.096,0.0
2024-09-13 23:00:00+00:00,7600.57,0.247,0.084,0.0
2024-09-14 00:00:00+00:00,7303.2,0.185,0.086,0.0
2024-09-14 01:00:00+00:00,7168.94,0.174,0.088,0.0
2024-09-14 02:00:00+00:00,7114.97,0.192,0.085,0.0
2024-09-14 03:00:00+00:00,7201.99,0.228,0.082,0.0
2024-09-14 04:00:00+00:00,7391.27,0.251,0.078,0.0
2024-09-14 05:00:00+00:00,7809.0,0.257,0.073,0.005
2024-09-14 06:00:00+00:00,8360.05,0.222,0.087,0.096
2024-09-14 07:00:00+00:00,8836.31,0.149,0.096,0.265
2024-09-14 08:00:00+00:00,9137.73,0.102,0.088,0.427
2024-09-14 09:00:00+00:00,9477.6,0.04,0.075,0.55
2024-09-14 10:00:00+00:00,9220.01,0.014,0.065,0.626
2024-09-14 11:00:00+00:00,8883.62,0.003,0.054,0.656
2024-09-14 12:00:00+00:00,8835.21,0.012,0.024,0.636
2024-09-14 13:00:00+00:00,8595.42,0.061,0.015,0.576
2024-09-14 14:00:00+00:00,8683.66,0.163,0.012,0.472
2024-09-14 15:00:00+00:00,8947.48,0.137,0.017,0.325
2024-09-14 16:00:00+00:00,9002.09,0.101,0.034,0.157
2024-09-14 17:00:00+00:00,8839.8,0.049,0.059,0.017
2024-09-14 18:00:00+00:00,8653.92,0.01,0.085,0.0
2024-09-14 19:00:00+00:00,8381.01,0.019,0.08,0.0
2024-09-14 20:00:00+00:00,8024.59,0.045,0.064,0.0
2024-09-14 21:00:00+00:00,7899.49,0.086,0.061,0.0
2024-09-14 22:00:00+00:00,7605.99,0.141,0.058,0.0
2024-09-14 23:00:00+00:00,7401.21,0.172,0.053,0.0
2024-09-15 00:00:00+00:00,7093.23,0.111,0.038,0.0
2024-09-15 01:00:00+00:00,6964.54,0.082,0.042,0.0
2024-09-15 02:00:00+00:00,6843.09,0.062,0.047,0.0
2024-09-15 03:00:00+00:00,6827.31,0.067,0.05,0.0
2024-09-15 04:00:00+00:00,7027.73,0.076,0.052,0.0
2024-09-15 05:00:00+00:00,7257.24,0.097,0.053,0.004
2024-09-15 06:00:00+00:00,7523.1,0.126,0.046,0.09
2024-09-15 07:00:00+00:00,7978.5,0.081,0.046,0.255
2024-09-15 08:00:00+00:00,8464.91,0.05,0.043,0.421
2024-09-15 09:00:00+00:00,8730.51,0.015,0.057,0.552
2024-09-15 10:00:00+00:00,8854.53,0.003,0.069,0.63
2024-09-15 11:00:00+00:00,8686.15,0.0,0.072,0.652
2024-09-15 12:00:00+00:00,8367.48,0.0,0.143,0.619
2024-09-15 13:00:00+00:00,8473.78,0.002,0.18,0.516
2024-09-15 14:00:00+00:00,8095.02,0.026,0.256,0.372
2024-09-15 15:00:00+00:00,8357.9,0.03,0.29,0.22
2024-09-15 16:00:00+00:00,8480.47,0.055,0.295,0.093
2024-09-15 17:00:00+00:00,8477.78,0.135,0.26,0.011
2024-09-15 18:00:00+00:00,8935.15,0.229,0.143,0.0
2024-09-15 19:00:00+00:00,8736.64,0.311,0.101,0.0
2024-09-15 20:00:00+00:00,8199.43,0.394,0.093,0.0
2024-09-15 21:00:00+00:00,8029.75,0.31,0.102,0.0
2024-09-15 22:00:00+00:00,7588.51,0.263,0.1,0.0
2024-09-15 23:00:00+00:00,7289.13,0.309,0.091,0.0
2024-09-16 00:00:00+00:00,7046.91,0.375,0.072,0.0
2024-09-16 01:00:00+00:00,6993.14,0.323,0.078,0.0
2024-09-16 02:00:00+00:00,6914.18,0.289,0.092,0.0
2024-09-16 03:00:00+00:00,7251.22,0.314,0.115,0.0
2024-09-16 04:00:00+00:00,8155.02,0.331,0.145,0.0
2024-09-16 05:00:00+00:00,9101.2,0.343,0.176,0.002
2024-09-16 06:00:00+00:00,9659.67,0.345,0.178,0.022
2024-09-16 07:00:00+00:00,10113.84,0.359,0.199,0.051
2024-09-16 08:00:00+00:00,10104.62,0.413,0.205,0.103
2024-09-16 09:00:00+00:00,10063.17,0.465,0.234,0.241
2024-09-16 10:00:00+00:00,10101.52,0.529,0.271,0.442
2024-09-16 11:00:00+00:00,10095.59,0.544,0.292,0.53
2024-09-16 12:00:00+00:00,10267.38,0.644,0.324,0.562
2024-09-16 13:00:00+00:00,10311.98,0.62,0.326,0.509
2024-09-16 14:00:00+00:00,9834.37,0.449,0.292,0.398
2024-09-16 15:00:00+00:00,9910.1,0.201,0.2,0.242
2024-09-16 16:00:00+00:00,10167.18,0.428,0.099,0.094
2024-09-16 17:00:00+00:00,10126.0,0.753,0.102,0.01
2024-09-16 18:00:00+00:00,9986.08,0.849,0.094,0.0
2024-09-16 19:00:00+00:00,9518.48,0.84,0.1,0.0
2024-09-16 20:00:00+00:00,9052.88,0.906,0.097,0.0
2024-09-16 21:00:00+00:00,8575.22,0.916,0.085,0.0
2024-09-16 22:00:00+00:00,7888.61,0.918,0.079,0.0
2024-09-16 23:00:00+00:00,7616.86,0.917,0.078,0.0
2024-09-17 00:00:00+00:00,7237.23,0.91,0.095,0.0
2024-09-17 01:00:00+00:00,7133.88,0.894,0.096,0.0
2024-09-17 02:00:00+00:00,7311.69,0.851,0.086,0.0
2024-09-17 03:00:00+00:00,7644.19,0.677,0.073,0.0
2024-09-17 04:00:00+00:00,8251.49,0.389,0.063,0.0
2024-09-17 05:00:00+00:00,9506.0,0.144,0.065,0.002
2024-09-17 06:00:00+00:00,9977.51,0.144,0.075,0.039
2024-09-17 07:00:00+00:00,10346.28,0.023,0.087,0.108
2024-09-17 08:00:00+00:00,10392.94,0.004,0.086,0.172
2024-09-17 09:00:00+00:00,10650.37,0.034,0.071,0.218
2024-09-17 10:00:00+00:00,10511.89,0.1,0.061,0.249
2024-09-17 11:00:00+00:00,10622.66,0.098,0.045,0.269
2024-09-17 12:00:00+00:00,10204.39,0.089,0.037,0.27
2024-09-17 13:00:00+00:00,9845.73,0.009,0.037,0.416
2024-09-17 14:00:00+00:00,9758.03,0.006,0.032,0.368
2024-09-17 15:00:00+00:00,9999.18,0.026,0.037,0.218
2024-09-17 16:00:00+00:00,10253.27,0.08,0.031,0.097
2024-09-17 17:00:00+00:00,9945.24,0.14,0.044,0.01
2024-09-17 18:00:00+00:00,9860.9,0.023,0.043,0.0
2024-09-17 19:00:00+00:00,9565.71,0.012,0.053,0.0
2024-09-17 20:00:00+00:00,9074.67,0.017,0.052,0.0
2024-09-17 21:00:00+00:00,8575.86,0.05,0.057,0.0
2024-09-17 22:00:00+00:00,7938.65,0.095,0.062,0.0
2024-09-17 23:00:00+00:00,7665.66,0.145,0.07,0.0
2024-09-18 00:00:00+00:00,7468.51,0.327,0.078,0.0
2024-09-18 01:00:00+00:00,7351.04,0.261,0.086,0.0
2024-09-18 02:00:00+00:00,7453.76,0.181,0.085,0.0
2024-09-18 03:00:00+00:00,7740.92,0.123,0.086,0.0
2024-09-18 04:00:00+00:00,8307.53,0.084,0.088,0.0
2024-09-18 05:00:00+00:00,9443.77,0.065,0.097,0.0
2024-09-18 06:00:00+00:00,9891.48,0.129,0.102,0.032
2024-09-18 07:00:00+00:00,10345.37,0.172,0.132,0.081
2024-09-18 08:00:00+00:00,10250.02,0.187,0.149,0.144
2024-09-18 09:00:00+00:00,10069.05,0.166,0.164,0.208
2024-09-18 10:00:00+00:00,10052.57,0.152,0.175,0.29
2024-09-18 11:00:00+00:00,10707.94,0.141,0.172,0.297
2024-09-18 12:00:00+00:00,10342.88,0.089,0.121,0.293
2024-09-18 13:00:00+00:00,9987.6,0.078,0.145,0.245
2024-09-18 14:00:00+00:00,9714.51,0.088,0.14,0.226
2024-09-18 15:00:00+00:00,9770.19,0.119,0.102,0.115
2024-09-18 16:00:00+00:00,10028.58,0.14,0.06,0.048
2024-09-18 17:00:00+00:00,10081.6,0.143,0.048,0.006
2024-09-18 18:00:00+00:00,10068.94,0.054,0.035,0.0
2024-09-18 19:00:00+00:00,9641.54,0.052,0.037,0.0
2024-09-18 20:00:00+00:00,9013.74,0.057,0.046,0.0
2024-09-18 21:00:00+00:00,8668.35,0.062,0.04,0.0
2024-09-18 22:00:00+00:00,8169.04,0.072,0.034,0.0
2024-09-18 23:00:00+00:00,7803.12,0.083,0.029,0.0
2024-09-19 00:00:00+00:00,7341.49,0.102,0.027,0.0
2024-09-19 01:00:00+00:00,7386.65,0.104,0.031,0.0
2024-09-19 02:00:00+00:00,7431.6,0.09,0.034,0.0
2024-09-19 03:00:00+00:00,7549.73,0.077,0.038,0.0
2024-09-19 04:00:00+00:00,8389.51,0.065,0.04,0.0
2024-09-19 05:00:00+00:00,9244.29,0.048,0.042,0.0
2024-09-19 06:00:00+00:00,9790.54,0.0,0.037,0.026
2024-09-19 07:00:00+00:00,10249.21,0.0,0.037,0.128
2024-09-19 08:00:00+00:00,10476.41,0.0,0.043,0.271
2024-09-19 09:00:00+00:00,10637.66,0.001,0.069,0.388
2024-09-19 10:00:00+00:00,10556.71,0.002,0.086,0.525
2024-09-19 11:00:00+00:00,10601.09,0.004,0.104,0.537
2024-09-19 12:00:00+00:00,10594.52,0.018,0.148,0.434
2024-09-19 13:00:00+00:00,10241.7,0.014,0.158,0.224
2024-09-19 14:00:00+00:00,9835.99,0.009,0.137,0.196
2024-09-19 15:00:00+00:00,9870.17,0.003,0.09,0.146
2024-09-19 16:00:00+00:00,9928.75,0.001,0.043,0.067
2024-09-19 17:00:00+00:00,9708.55,0.001,0.034,0.005
2024-09-19 18:00:00+00:00,10017.84,0.0,0.022,0.0
2024-09-19 19:00:00+00:00,9574.82,0.001,0.019,0.0
2024-09-19 20:00:00+00:00,9017.78,0.009,0.019,0.0
2024-09-19 21:00:00+00:00,8616.2,0.018,0.016,0.0
2024-09-19 22:00:00+00:00,8267.76,0.029,0.014,0.0
2024-09-19 23:00:00+00:00,7928.39,0.03,0.011,0.0
2024-09-20 00:00:00+00:00,7558.08,0.02,0.007,0.0
2024-09-20 01:00:00+00:00,7576.53,0.021,0.006,0.0
2024-09-20 02:00:00+00:00,7499.61,0.011,0.005,0.0
2024-09-20 03:00:00+00:00,7687.67,0.007,0.005,0.0
2024-09-20 04:00:00+00:00,8497.34,0.005,0.006,0.0
2024-09-20 05:00:00+00:00,9436.99,0.004,0.007,0.0
2024-09-20 06:00:00+00:00,9808.68,0.001,0.009,0.038
2024-09-20 07:00:00+00:00,10276.82,0.002,0.009,0.122
2024-09-20 08:00:00+00:00,10435.82,0.003,0.017,0.216
2024-09-20 09:00:00+00:00,10668.98,0.007,0.033,0.358
2024-09-20 10:00:00+00:00,10619.58,0.012,0.042,0.519
2024-09-20 11:00:00+00:00,10516.9,0.022,0.048,0.584
2024-09-20 12:00:00+00:00,10585.06,0.018,0.034,0.535
2024-09-20 13:00:00+00:00,10250.37,0.05,0.036,0.464
2024-09-20 14:00:00+00:00,9809.46,0.066,0.037,0.221
2024-09-20 15:00:00+00:00,9828.45,0.057,0.031,0.13
2024-09-20 16:00:00+00:00,9847.27,0.055,0.03,0.064
2024-09-20 17:00:00+00:00,9760.78,0.053,0.037,0.008
2024-09-20 18:00:00+00:00,9516.12,0.015,0.03,0.0
2024-09-20 19:00:00+00:00,9275.1,0.034,0.025,0.0
2024-09-20 20:00:00+00:00,8941.54,0.036,0.021,0.0
2024-09-20 21:00:00+00:00,8507.52,0.038,0.02,0.0
2024-09-20 22:00:00+00:00,8124.72,0.042,0.018,0.0
2024-09-20 23:00:00+00:00,7557.72,0.044,0.018,0.0
2024-09-21 00:00:00+00:00,7338.78,0.023,0.016,0.0
2024-09-21 01:00:00+00:00,7272.81,0.013,0.017,0.0
2024-09-21 02:00:00+00:00,7233.31,0.008,0.019,0.0
2024-09-21 03:00:00+00:00,7221.69,0.006,0.023,0.0
2024-09-21 04:00:00+00:00,7300.79,0.006,0.025,0.0
2024-09-21 05:00:00+00:00,7664.33,0.01,0.027,0.0
2024-09-21 06:00:00+00:00,8152.02,0.011,0.012,0.067
2024-09-21 07:00:00+00:00,8500.21,0.014,0.009,0.214
2024-09-21 08:00:00+00:00,8833.43,0.011,0.012,0.35
2024-09-21 09:00:00+00:00,9194.2,0.003,0.019,0.448
2024-09-21 10:00:00+00:00,9415.69,0.0,0.025,0.539
2024-09-21 11:00:00+00:00,9502.62,0.0,0.028,0.64
2024-09-21 12:00:00+00:00,9103.73,0.0,0.016,0.656
2024-09-21 13:00:00+00:00,8663.7,0.0,0.016,0.591
2024-09-21 14:00:00+00:00,8706.02,0.002,0.017,0.476
2024-09-21 15:00:00+00:00,8744.69,0.008,0.016,0.317
2024-09-21 16:00:00+00:00,8893.54,0.02,0.018,0.139
2024-09-21 17:00:00+00:00,9056.47,0.029,0.027,0.007
2024-09-21 18:00:00+00:00,9074.85,0.032,0.033,0.0
2024-09-21 19:00:00+00:00,8649.5,0.021,0.031,0.0
2024-09-21 20:00:00+00:00,8146.89,0.027,0.032,0.0
2024-09-21 21:00:00+00:00,7881.09,0.038,0.04,0.0
2024-09-21 22:00:00+00:00,7428.93,0.057,0.045,0.0
2024-09-21 23:00:00+00:00,7304.08,0.078,0.044,0.0
2024-09-22 00:00:00+00:00,7096.24,0.127,0.045,0.0
2024-09-22 01:00:00+00:00,6989.76,0.123,0.048,0.0
2024-09-22 02:00:00+00:00,6873.83,0.116,0.049,0.0
2024-09-22 03:00:00+00:00,6852.25,0.122,0.05,0.0
2024-09-22 04:00:00+00:00,6969.11,0.132,0.052,0.0
2024-09-22 05:00:00+00:00,7396.42,0.15,0.054,0.0
2024-09-22 06:00:00+00:00,7771.6,0.259,0.059,0.079
2024-09-22 07:00:00+00:00,8040.51,0.281,0.071,0.248
2024-09-22 08:00:00+00:00,8280.47,0.282,0.066,0.388
2024-09-22 09:00:00+00:00,8672.31,0.224,0.062,0.481
2024-09-22 10:00:00+00:00,8980.99,0.172,0.059,0.521
2024-09-22 11:00:00+00:00,8552.04,0.101,0.06,0.524
2024-09-22 12:00:00+00:00,8266.16,0.037,0.028,0.492
2024-09-22 13:00:00+00:00,7902.3,0.028,0.031,0.387
2024-09-22 14:00:00+00:00,7775.1,0.037,0.031,0.297
2024-09-22 15:00:00+00:00,8156.34,0.035,0.021,0.212
2024-09-22 16:00:00+00:00,8664.17,0.036,0.022,0.094
2024-09-22 17:00:00+00:00,8999.16,0.036,0.027,0.003
2024-09-22 18:00:00+00:00,9204.25,0.11,0.025,0.0
2024-09-22 19:00:00+00:00,8746.13,0.165,0.021,0.0
2024-09-22 20:00:00+00:00,8336.62,0.239,0.024,0.0
2024-09-22 21:00:00+00:00,7931.05,0.289,0.027,0.0
2024-09-22 22:00:00+00:00,7557.26,0.319,0.028,0.0
2024-09-22 23:00:00+00:00,7420.57,0.32,0.028,0.0
2024-09-23 00:00:00+00:00,7117.16,0.381,0.029,0.0
2024-09-23 01:00:00+00:00,6962.06,0.333,0.018,0.0
2024-09-23 02:00:00+00:00,6887.98,0.314,0.021,0.0
2024-09-23 03:00:00+00:00,7309.64,0.212,0.022,0.0
2024-09-23 04:00:00+00:00,8120.11,0.161,0.022,0.0
2024-09-23 05:00:00+00:00,9237.03,0.148,0.022,0.0
2024-09-23 06:00:00+00:00,9796.39,0.17,0.022,0.072
2024-09-23 07:00:00+00:00,10326.96,0.134,0.028,0.258
2024-09-23 08:00:00+00:00,10485.59,0.095,0.034,0.433
2024-09-23 09:00:00+00:00,10549.6,0.057,0.034,0.565
2024-09-23 10:00:00+00:00,10367.35,0.034,0.035,0.648
2024-09-23 11:00:00+00:00,10165.22,0.015,0.033,0.675
2024-09-23 12:00:00+00:00,10155.54,0.009,0.034,0.629
2024-09-23 13:00:00+00:00,9934.64,0.002,0.036,0.345
2024-09-23 14:00:00+00:00,9592.64,0.0,0.025,0.232
2024-09-23 15:00:00+00:00,9718.1,0.0,0.016,0.157
2024-09-23 16:00:00+00:00,10117.17,0.0,0.016,0.071
2024-09-23 17:00:00+00:00,9983.73,0.001,0.016,0.0
2024-09-23 18:00:00+00:00,9775.07,0.005,0.021,0.0
2024-09-23 19:00:00+00:00,9366.44,0.022,0.02,0.0
2024-09-23 20:00:00+00:00,8922.3,0.091,0.022,0.0
2024-09-23 21:00:00+00:00,8300.95,0.151,0.032,0.0
2024-09-23 22:00:00+00:00,7936.92,0.214,0.042,0.0
2024-09-23 23:00:00+00:00,7365.62,0.246,0.048,0.0
2024-09-24 00:00:00+00:00,7224.59,0.312,0.064,0.0
2024-09-24 01:00:00+00:00,7182.07,0.309,0.061,0.0
2024-09-24 02:00:00+00:00,7172.38,0.244,0.067,0.0
2024-09-24 03:00:00+00:00,7424.82,0.221,0.074,0.0
2024-09-24 04:00:00+00:00,8191.67,0.214,0.08,0.0
2024-09-24 05:00:00+00:00,9163.82,0.22,0.085,0.0
2024-09-24 06:00:00+00:00,9818.89,0.203,0.085,0.072
2024-09-24 07:00:00+00:00,10397.97,0.187,0.114,0.252
2024-09-24 08:00:00+00:00,10545.36,0.183,0.134,0.433
2024-09-24 09:00:00+00:00,10547.93,0.216,0.17,0.566
2024-09-24 10:00:00+00:00,10321.36,0.18,0.223,0.647
2024-09-24 11:00:00+00:00,10485.4,0.147,0.241,0.679
2024-09-24 12:00:00+00:00,10236.48,0.206,0.224,0.664
2024-09-24 13:00:00+00:00,10001.2,0.205,0.236,0.601
2024-09-24 14:00:00+00:00,9807.97,0.209,0.207,0.488
2024-09-24 15:00:00+00:00,10011.02,0.252,0.108,0.327
2024-09-24 16:00:00+00:00,10269.75,0.328,0.102,0.141
2024-09-24 17:00:00+00:00,10100.53,0.385,0.122,0.002
2024-09-24 18:00:00+00:00,10120.02,0.306,0.106,0.0
2024-09-24 19:00:00+00:00,9472.91,0.306,0.113,0.0
2024-09-24 20:00:00+00:00,8870.52,0.275,0.117,0.0
2024-09-24 21:00:00+00:00,8404.05,0.324,0.125,0.0
2024-09-24 22:00:00+00:00,7875.93,0.396,0.138,0.0
2024-09-24 23:00:00+00:00,7422.31,0.494,0.157,0.0
2024-09-25 00:00:00+00:00,7323.69,0.713,0.189,0.0
2024-09-25 01:00:00+00:00,7362.29,0.734,0.205,0.0
2024-09-25 02:00:00+00:00,7232.53,0.752,0.202,0.0
2024-09-25 03:00:00+00:00,7438.57,0.732,0.214,0.0
2024-09-25 04:00:00+00:00,8164.99,0.716,0.228,0.0
2024-09-25 05:00:00+00:00,9507.0,0.695,0.248,0.0
2024-09-25 06:00:00+00:00,10149.44,0.801,0.303,0.076
2024-09-25 07:00:00+00:00,10708.97,0.762,0.326,0.261
2024-09-25 08:00:00+00:00,10572.64,0.673,0.317,0.433
2024-09-25 09:00:00+00:00,10405.39,0.577,0.297,0.548
2024-09-25 10:00:00+00:00,10393.3,0.478,0.295,0.61
2024-09-25 11:00:00+00:00,9466.86,0.444,0.291,0.61
2024-09-25 12:00:00+00:00,10089.64,0.653,0.294,0.577
2024-09-25 13:00:00+00:00,10209.58,0.67,0.36,0.455
2024-09-25 14:00:00+00:00,9962.67,0.723,0.349,0.326
2024-09-25 15:00:00+00:00,9925.59,0.711,0.223,0.157
2024-09-25 16:00:00+00:00,10106.64,0.655,0.147,0.101
2024-09-25 17:00:00+00:00,9945.17,0.516,0.118,0.0
2024-09-25 18:00:00+00:00,9899.41,0.479,0.112,0.0
2024-09-25 19:00:00+00:00,9498.54,0.491,0.13,0.0
2024-09-25 20:00:00+00:00,8967.77,0.433,0.117,0.0
2024-09-25 21:00:00+00:00,8556.88,0.376,0.088,0.0
2024-09-25 22:00:00+00:00,7889.72,0.273,0.067,0.0
2024-09-25 23:00:00+00:00,7533.84,0.177,0.054,0.0
2024-09-26 00:00:00+00:00,7323.9,0.211,0.052,0.0
2024-09-26 01:00:00+00:00,7193.95,0.098,0.046,0.0
2024-09-26 02:00:00+00:00,7310.56,0.043,0.047,0.0
2024-09-26 03:00:00+00:00,7501.09,0.042,0.043,0.0
2024-09-26 04:00:00+00:00,8060.81,0.039,0.04,0.0
2024-09-26 05:00:00+00:00,9169.91,0.037,0.036,0.0
2024-09-26 06:00:00+00:00,9953.8,0.015,0.027,0.048
2024-09-26 07:00:00+00:00,10260.67,0.025,0.028,0.13
2024-09-26 08:00:00+00:00,10389.68,0.047,0.021,0.217
2024-09-26 09:00:00+00:00,10452.88,0.044,0.018,0.335
2024-09-26 10:00:00+00:00,10365.9,0.054,0.016,0.451
2024-09-26 11:00:00+00:00,10410.87,0.058,0.016,0.494
2024-09-26 12:00:00+00:00,10220.77,0.036,0.032,0.454
2024-09-26 13:00:00+00:00,9929.08,0.018,0.047,0.343
2024-09-26 14:00:00+00:00,9550.66,0.006,0.034,0.252
2024-09-26 15:00:00+00:00,9782.68,0.003,0.021,0.129
2024-09-26 16:00:00+00:00,10080.31,0.004,0.023,0.051
2024-09-26 17:00:00+00:00,10307.65,0.012,0.027,0.0
2024-09-26 18:00:00+00:00,10117.98,0.128,0.024,0.0
2024-09-26 19:00:00+00:00,9417.39,0.205,0.022,0.0
2024-09-26 20:00:00+00:00,8866.7,0.174,0.015,0.0
2024-09-26 21:00:00+00:00,8631.68,0.163,0.015,0.0
2024-09-26 22:00:00+00:00,8127.07,0.14,0.016,0.0
2024-09-26 23:00:00+00:00,7837.85,0.115,0.02,0.0
2024-09-27 00:00:00+00:00,7561.84,0.184,0.026,0.0
2024-09-27 01:00:00+00:00,7289.16,0.196,0.027,0.0
2024-09-27 02:00:00+00:00,7262.41,0.279,0.029,0.0
2024-09-27 03:00:00+00:00,7477.1,0.349,0.027,0.0
2024-09-27 04:00:00+00:00,8312.58,0.338,0.024,0.0
2024-09-27 05:00:00+00:00,9288.24,0.29,0.019,0.0
2024-09-27 06:00:00+00:00,9818.16,0.466,0.022,0.07
2024-09-27 07:00:00+00:00,10317.25,0.443,0.021,0.262
2024-09-27 08:00:00+00:00,10250.71,0.449,0.025,0.443
2024-09-27 09:00:00+00:00,10230.83,0.399,0.038,0.578
2024-09-27 10:00:00+00:00,9972.9,0.345,0.051,0.657
2024-09-27 11:00:00+00:00,9883.83,0.228,0.067,0.687
2024-09-27 12:00:00+00:00,9591.51,0.12,0.066,0.663
2024-09-27 13:00:00+00:00,9527.79,0.113,0.078,0.59
2024-09-27 14:00:00+00:00,9494.57,0.151,0.08,0.467
2024-09-27 15:00:00+00:00,9715.92,0.183,0.042,0.296
2024-09-27 16:00:00+00:00,9906.23,0.229,0.048,0.107
2024-09-27 17:00:00+00:00,9905.4,0.273,0.065,0.0
2024-09-27 18:00:00+00:00,9802.39,0.479,0.079,0.0
2024-09-27 19:00:00+00:00,9226.46,0.578,0.09,0.0
2024-09-27 20:00:00+00:00,8980.05,0.621,0.09,0.0
2024-09-27 21:00:00+00:00,8704.62,0.596,0.102,0.0
2024-09-27 22:00:00+00:00,8227.55,0.576,0.129,0.0
2024-09-27 23:00:00+00:00,7858.0,0.554,0.16,0.0
2024-09-28 00:00:00+00:00,7364.52,0.648,0.183,0.0
2024-09-28 01:00:00+00:00,7189.03,0.652,0.164,0.0
2024-09-28 02:00:00+00:00,7181.85,0.655,0.147,0.0
2024-09-28 03:00:00+00:00,7164.12,0.683,0.169,0.0
2024-09-28 04:00:00+00:00,7445.77,0.708,0.183,0.0
2024-09-28 05:00:00+00:00,7831.67,0.731,0.188,0.0
2024-09-28 06:00:00+00:00,8106.21,0.764,0.238,0.037
2024-09-28 07:00:00+00:00,8645.61,0.832,0.335,0.124
2024-09-28 08:00:00+00:00,9067.21,0.824,0.395,0.237
2024-09-28 09:00:00+00:00,9331.09,0.759,0.396,0.396
2024-09-28 10:00:00+00:00,9277.25,0.693,0.391,0.611
2024-09-28 11:00:00+00:00,9455.27,0.642,0.388,0.649
2024-09-28 12:00:00+00:00,8970.55,0.767,0.364,0.629
2024-09-28 13:00:00+00:00,8657.84,0.78,0.377,0.54
2024-09-28 14:00:00+00:00,8632.19,0.854,0.384,0.439
2024-09-28 15:00:00+00:00,8767.77,0.863,0.306,0.281
2024-09-28 16:00:00+00:00,8955.6,0.874,0.204,0.103
2024-09-28 17:00:00+00:00,8880.66,0.873,0.207,0.0
2024-09-28 18:00:00+00:00,8964.74,0.908,0.211,0.0
2024-09-28 19:00:00+00:00,8548.05,0.897,0.245,0.0
2024-09-28 20:00:00+00:00,8189.95,0.888,0.262,0.0
2024-09-28 21:00:00+00:00,8021.45,0.877,0.25,0.0
2024-09-28 22:00:00+00:00,7616.24,0.87,0.233,0.0
2024-09-28 23:00:00+00:00,7374.85,0.866,0.222,0.0
2024-09-29 00:00:00+00:00,7101.34,0.903,0.201,0.0
2024-09-29 01:00:00+00:00,6970.48,0.909,0.222,0.0
2024-09-29 02:00:00+00:00,6965.79,0.914,0.29,0.0
2024-09-29 03:00:00+00:00,6997.72,0.912,0.312,0.0
2024-09-29 04:00:00+00:00,7149.91,0.909,0.327,0.0
2024-09-29 05:00:00+00:00,7322.25,0.906,0.356,0.0
2024-09-29 06:00:00+00:00,7667.68,0.919,0.453,0.009
2024-09-29 07:00:00+00:00,8117.68,0.919,0.52,0.033
2024-09-29 08:00:00+00:00,8068.7,0.917,0.544,0.086
2024-09-29 09:00:00+00:00,8202.47,0.917,0.563,0.162
2024-09-29 10:00:00+00:00,8456.52,0.917,0.576,0.308
2024-09-29 11:00:00+00:00,8475.33,0.916,0.593,0.399
2024-09-29 12:00:00+00:00,8376.24,0.915,0.548,0.346
2024-09-29 13:00:00+00:00,8445.78,0.89,0.545,0.345
2024-09-29 14:00:00+00:00,8283.96,0.821,0.504,0.244
2024-09-29 15:00:00+00:00,8421.49,0.769,0.406,0.131
2024-09-29 16:00:00+00:00,8510.43,0.703,0.303,0.043
2024-09-29 17:00:00+00:00,8588.28,0.665,0.275,0.0
2024-09-29 18:00:00+00:00,8979.95,0.778,0.279,0.0
2024-09-29 19:00:00+00:00,8663.85,0.746,0.249,0.0
2024-09-29 20:00:00+00:00,8235.21,0.712,0.194,0.0
2024-09-29 21:00:00+00:00,7868.97,0.605,0.148,0.0
2024-09-29 22:00:00+00:00,7424.76,0.51,0.113,0.0
2024-09-29 23:00:00+00:00,7129.19,0.414,0.095,0.0
2024-09-30 00:00:00+00:00,6957.72,0.256,0.063,0.0
2024-09-30 01:00:00+00:00,6808.08,0.27,0.091,0.0
2024-09-30 02:00:00+00:00,6615.56,0.246,0.08,0.0
2024-09-30 03:00:00+00:00,7152.71,0.345,0.086,0.0
2024-09-30 04:00:00+00:00,7969.3,0.399,0.088,0.0
2024-09-30 05:00:00+00:00,9087.07,0.424,0.091,0.0
2024-09-30 06:00:00+00:00,9495.09,0.377,0.118,0.022
2024-09-30 07:00:00+00:00,10068.15,0.478,0.197,0.073
2024-09-30 08:00:00+00:00,10303.96,0.615,0.217,0.082
2024-09-30 09:00:00+00:00,10375.64,0.522,0.207,0.134
2024-09-30 10:00:00+00:00,10385.24,0.437,0.2,0.225
2024-09-30 11:00:00+00:00,10276.46,0.311,0.193,0.342
2024-09-30 12:00:00+00:00,10040.48,0.147,0.148,0.454
2024-09-30 13:00:00+00:00,9927.88,0.14,0.148,0.358
